,State,Job,Companies,Location,Summary,Salary,Links,Post_Date
91, Uttar Pradesh,"Senior Manager, Advanced Analytics",Adobe,"Noida, Uttar Pradesh","Define, build, and lead a team of data scientists. This role will manage a team of data scientist that will provide analytics and business consulting support on…",No Salary,/rc/clk?jk=93ead97df6923c43&fccid=f89deb5a97c7738a&vjs=3,08-26-2022
92, Karnataka,AI ML Engineer || Bangalore,Talent Ladder Consulting,"Bengaluru, Karnataka",Collaborate with a team of data scientists and engineers to achieve team goals. Developing and enhancing algorithms and models to solve business problem.,"₹10,00,000 - ₹25,00,000 a year",/company/Talent-Ladder-Consulting/jobs/Ai-Ml-Engineer-Bangalore-53388ec3b1a21ea8?fccid=91163a540743a519&vjs=3,08-26-2022
93, Haryana,Data Scientist,Six Sails Group,"Faridabad, Haryana","Compile and analyze complex Excel models from raw data. Proficient in advanced excel – modeling, pivot tables, data analysis, etc.","₹3,90,220 - ₹16,02,684 a year",/company/Six-Sails-Group/jobs/Data-Scientist-67cd0e43dcf4bd52?fccid=371be94b98cdc8a0&vjs=3,08-26-2022
94, Delhi,Data Scientist,NAO Medical,"Remote in New Delhi, Delhi","Support with data analysis and data preparation. Intern or work experience with predictive analytics, pattern recognition, or data mining/data analysis…",No Salary,/rc/clk?jk=56c808776a6c49db&fccid=fe7cf5fbaf487d80&vjs=3,08-26-2022
95, Delhi,Data Scientist,NAO Medical,"Remote in New Delhi, Delhi","Support with data analysis and data preparation. Intern or work experience with predictive analytics, pattern recognition, or data mining/data analysis…",No Salary,/rc/clk?jk=56c808776a6c49db&fccid=fe7cf5fbaf487d80&vjs=3,08-26-2022
96, Telangana,Data Analyst - It,Maan Source,"Hyderabad, Telangana","In this role, you will be responsible for gathering insights using various data analysis and modelling techniques from retail sales data and primary data set.","₹5,00,000 - ₹7,00,000 a year",/company/Maan-Source/jobs/Data-Analyst-db706000778c3882?fccid=b8e00c022f23e543&vjs=3,08-26-2022
97, Kerala,Machine Learning Engineer,CompuGence,"Ernakulam, Kerala","Candidate should be experienced in Tensor flow, SSD, Python, AWS Rekognition based platforms. Prior experience in working on image processing from live video…",No Salary,/company/CompuGence/jobs/Machine-Learning-Engineer-580c49742b84fb23?fccid=90a5c30d02597e4d&vjs=3,08-26-2022
98, Kerala,Data Science Internship,Oracuz InfoTech,"Thiruvananthapuram, Kerala","View all Oracuz InfoTech jobs - Thiruvananthapuram jobs Salary Search: Data Science Internship salaries in Thiruvananthapuram, Kerala",No Salary,/company/Oracuz-InfoTech/jobs/Data-Science-Internship-6057e7a3ad3d0a9d?fccid=bdd219ff201196af&vjs=3,08-28-2022
99, Rajasthan,Data Science Engineer,BitAce Technologies Pvt.Ltd.,"Jaipur, Rajasthan",Present information using data visualization techniques. Identify valuable data sources and automate collection processes. Total work: 1 year (Preferred).,"₹15,000 - ₹20,000 a month",/company/BitAce-Technologies-Pvt.Ltd./jobs/Data-Science-Engineer-a51eea49a95c3599?fccid=258c86c5271d4c91&vjs=3,08-26-2022
100, Karnataka,AI/ML Architect,Kaleyra,"Bengaluru, Karnataka","Identifies gaps, inefficiencies and potential risks in existing data management processes. Participates in designing blueprints on how to structure, store and…","₹40,00,000 - ₹50,00,000 a year",/rc/clk?jk=e8f35e8502c90ea5&fccid=3519e1f22044b98a&vjs=3,08-26-2022
101, Karnataka,AI/ML Architect,Kaleyra,"Bengaluru, Karnataka","Identifies gaps, inefficiencies and potential risks in existing data management processes. Participates in designing blueprints on how to structure, store and…",No Salary,/rc/clk?jk=e8f35e8502c90ea5&fccid=3519e1f22044b98a&vjs=3,08-26-2022
102, Karnataka,Sr Machine Learning Engineer,Alphanet Solution,"Bengaluru, Karnataka","Streamlining data processing pipeline with Airflow, Snowflake, AWS S3 , etc. Comfortable programming, very comfortable debugging model, analytics, data…",No Salary,/company/Alphanet-Solution/jobs/Senior-Machine-Learning-Engineer-31aa8ffde5c14df5?fccid=84305eae22afbe63&vjs=3,08-26-2022
103, Telangana,Junior Data Scientist,Risk Edge Solutions,"Hyderabad, Telangana","Processing, cleansing, and verifying the integrity of data used for analysis. Experience with data visualization tools, such as D3.js, GGplot, etc.",No Salary,/rc/clk?jk=29a02415660bab40&fccid=ff9e5682589566a1&vjs=3,08-25-2022
104, Karnataka,Data Scientist,Navikenz,"Bengaluru, Karnataka",Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods. Work closely with Navikenz clients to identify areas…,No Salary,/rc/clk?jk=e20065999ca5a89a&fccid=dd616958bd9ddc12&vjs=3,08-25-2022
105,Remote,Marketing Data Scientist,Censius,Remote,The role of the marketing data scientist is primarily to act as a liaison between a developer-centric audience and our business.,No Salary,/rc/clk?jk=dc9a7718305fb6d9&fccid=ddc95af0a55efc64&vjs=3,08-25-2022
106, Karnataka+1 location,Data Scientist 5,Oracle,"Bengaluru, Karnataka+1 location",In the process data scientist would leverage his / her knowledge of statistical analysis and data visualization in coming up with the recommendations.,No Salary,/rc/clk?jk=ebc1427673bfecca&fccid=cd22d01053af7669&vjs=3,08-25-2022
107, Karnataka+1 location,Data Scientist 5,Oracle,"Bengaluru, Karnataka+1 location",In the process data scientist would leverage his / her knowledge of statistical analysis and data visualization in coming up with the recommendations.,No Salary,/rc/clk?jk=ebc1427673bfecca&fccid=cd22d01053af7669&vjs=3,08-25-2022
108, Karnataka,"Data Scientist, Advanced",Zebra Technologies,"Remote in Bengaluru, Karnataka","Enable/upskill citizen data scientists). Develops and applies customizations, improvements based on features data. Based on novel and unique ideas.",No Salary,/rc/clk?jk=b467f5878502af0e&fccid=cc39af3a7bb5a4d8&vjs=3,08-25-2022
109, Karnataka,"Data Scientist, II",Zebra Technologies,"Bengaluru, Karnataka","Meet with customers and present data analysis and reports; also gather customer requirements relative to data analytics, data modeling, data visualization.",No Salary,/rc/clk?jk=931349c33f73ff80&fccid=cc39af3a7bb5a4d8&vjs=3,08-25-2022
110, Haryana,Machine Learning Engineer,Cargill,"Gurgaon, Haryana","Experience with data-driven product development: Analytics, A/B testing, etc. Work with multidisciplinary teams of data engineers, software engineers, data…",No Salary,/rc/clk?jk=6553278060c7e410&fccid=d7d9a8241ba2f3ec&vjs=3,08-25-2022
111, Karnataka,Assistant Manager – Data Science and Analytics,Unilever,"Bengaluru, Karnataka","Earlier experience In area of technical data management and reporting. Throughout last few years, R&D have been on their journey of “In Silico First” by driving…",No Salary,/rc/clk?jk=c4333166673ef40a&fccid=37e886222e0cbb3a&vjs=3,08-25-2022
112, Karnataka,Data Science Manager,Zendrive,"Bengaluru, Karnataka","You should be able to provide technical expertise in the activities in the Data Science workflow such as data analysis and visualization, feature engineering,…",No Salary,/rc/clk?jk=3a8bee25e6c6803d&fccid=0a14c3b408cdb42b&vjs=3,08-25-2022
113, Karnataka,Data Science Manager,Zendrive,"Bengaluru, Karnataka","You should be able to provide technical expertise in the activities in the Data Science workflow such as data analysis and visualization, feature engineering,…",No Salary,/rc/clk?jk=3a8bee25e6c6803d&fccid=0a14c3b408cdb42b&vjs=3,08-25-2022
114, Karnataka,Wavemaker | Group Head- Data Science,GroupM,"Bengaluru, Karnataka","Perform hands-on analysis of large volumes of data and across multiple data sets primarily using SQL, Big data technologies, Python, R.",No Salary,/rc/clk?jk=6e5ed24c64369e55&fccid=feb484a8aef310be&vjs=3,08-25-2022
115, Karnataka,Lead Data Scientist,Navikenz,"Bengaluru, Karnataka",Lead a team of data scientists and ML engineers for program executions. Utilize data visualization tools to deliver insights to stakeholders.,No Salary,/rc/clk?jk=e72d5bfa7cd21eda&fccid=dd616958bd9ddc12&vjs=3,08-25-2022
116, Maharashtra,Big Data Engineer,Nice Software Solutions,"Nagpur, Maharashtra",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,No Salary,/rc/clk?jk=9a209707c81bc2c3&fccid=745bb03577ad3aa2&vjs=3,08-25-2022
117, Karnataka,Principal Data Scientist,Navikenz,"Bengaluru, Karnataka","Work on lab management for enabling data scientist, data engineers to work on sandbox environment and drive knowledge enhancements.",No Salary,/rc/clk?jk=46321a26ba896f3b&fccid=dd616958bd9ddc12&vjs=3,08-25-2022
118, Telangana,Software Engineer (Data Science),Micron Technology,"Hyderabad, Telangana","Design, architect, and develop a scalable and supportable data pipeline which includes data warehousing, data integration and ETL processing.",No Salary,/rc/clk?jk=8d07e5f313865e1a&fccid=be240c643a8631c5&vjs=3,08-25-2022
119, Telangana,Software Engineer (Data Science),Micron Technology,"Hyderabad, Telangana","Design, architect, and develop a scalable and supportable data pipeline which includes data warehousing, data integration and ETL processing.",No Salary,/rc/clk?jk=8d07e5f313865e1a&fccid=be240c643a8631c5&vjs=3,08-25-2022
120, Karnataka,Computer Scientist-Java Data Engineer,Adobe,"Bengaluru, Karnataka",Proficiency in data structures and algorithms. 4+ years in design and development of large-scale data driven systems. BTech/MTech/MS in Computer Science.,No Salary,/rc/clk?jk=0a5da95eb9086646&fccid=f89deb5a97c7738a&vjs=3,08-25-2022
121, Karnataka,MDM Data Steward – Analytics,Hewlett Packard Enterprise,"Bengaluru, Karnataka","Collaborates with HPE-IT and EAP functions to address any data quality resolution and data gaps, migrating to platforms etc.",No Salary,/rc/clk?jk=4a74c6fc49de3e4e&fccid=216eb700022de6f6&vjs=3,08-25-2022
122, Tamil Nadu,Junior Data Scientist (Hyderabad or Chennai),Roche,"Chennai, Tamil Nadu","Work on data science and data engineering elements of AI/ML projects. Experience working with large, complex data using Hadoop or Spark or any other big data…",No Salary,/rc/clk?jk=531eb52566115b78&fccid=bca1c8ed48c3b338&vjs=3,08-25-2022
123, Karnataka,Associate Data Scientist,Navikenz,"Bengaluru, Karnataka",Work with the team on data sourcing and/or developing data pipeline for the solutions. Experience visualizing/presenting data for stakeholders using: Matplotlib…,No Salary,/rc/clk?jk=0ec04ad6c86ceab3&fccid=dd616958bd9ddc12&vjs=3,08-25-2022
124, Karnataka,Staff Data Scientist,SIXT India,"Bengaluru, Karnataka",You will assist other engineers in designing the right data models. You have experience working with large amounts of real data with SQL or NoSQL.,No Salary,/rc/clk?jk=0a38c6ef1c999775&fccid=02d9f415fafcdcf3&vjs=3,08-25-2022
125, Karnataka,Staff Data Scientist,SIXT India,"Bengaluru, Karnataka",You will assist other engineers in designing the right data models. You have experience working with large amounts of real data with SQL or NoSQL.,No Salary,/rc/clk?jk=0a38c6ef1c999775&fccid=02d9f415fafcdcf3&vjs=3,08-25-2022
126, Haryana,Data Scientist Strategic Pricing,Cargill,"Gurgaon, Haryana",Develop scalable machine learning components to generalize models to other data sources and product groups. Bachelor’s degree in data science/math/econometrics…,No Salary,/rc/clk?jk=a271199dbe8f99d5&fccid=d7d9a8241ba2f3ec&vjs=3,08-25-2022
127, Karnataka,Analyst – Analytics Solutions,Ckuens Analytics,"Bengaluru, Karnataka","Proficient in understanding data structures, data management and manipulation techniques, designing and developing algorithms. MBA from top business school.",No Salary,/rc/clk?jk=4b5f3a4e5e6af18c&fccid=dd616958bd9ddc12&vjs=3,08-25-2022
128, Maharashtra,"Analyst, Analytics",Mondelēz International,"Mumbai, Maharashtra",Using data analysis to make recommendations to analytic leaders. Together with analytics team leaders you will support our business with excellent data models…,No Salary,/rc/clk?jk=c2e8b562423a74ef&fccid=0ba2244fbaa16b6c&vjs=3,08-25-2022
129, Uttar Pradesh+1 location,Business Analyst - Data Science,Genpact,"Noida, Uttar Pradesh+1 location"," Prepare data for processing by organizing information, checking for any inaccuracies, and adjusting and weighting the raw data.",No Salary,/rc/clk?jk=ac2937b3f38b649f&fccid=afe30394bfba1470&vjs=3,08-25-2022
130, Karnataka,Business Intelligence Analyst (Data Analytics),NetApp,"Bengaluru, Karnataka",Review product features/data sheets to perform feature parity analysis. 2-3 years of relevant strategy consulting/ business analysis/ data analytics experience.,No Salary,/rc/clk?jk=3f93302580ec1f76&fccid=77cec2f25f9bd7ed&vjs=3,08-25-2022
131, Karnataka,Business Intelligence Analyst (Data Analytics),NetApp,"Bengaluru, Karnataka",Review product features/data sheets to perform feature parity analysis. 2-3 years of relevant strategy consulting/ business analysis/ data analytics experience.,No Salary,/rc/clk?jk=3f93302580ec1f76&fccid=77cec2f25f9bd7ed&vjs=3,08-25-2022
132, Punjab,Data Scientist,ORBIT Technical Solutions,"Mohali, Punjab","Analyze data for trends and patterns, and Interpret data with a clear objective in mind. 4+ years experience in data science.","₹50,000 - ₹70,000 a year",/rc/clk?jk=de63e3a9bf1c247d&fccid=ff375204322da165&vjs=3,08-25-2022
133, Karnataka,Academic Counsellor- Data Scientist,AcadsHR,"HSR Layout, Bengaluru, Karnataka",Experience - For Academic Counsellors (Teaching Assistants) - Minimum 2 years of experience required. Teaching/ training experience in Data Science is preferred…,No Salary,/rc/clk?jk=1db440a88fd67b6a&fccid=2dfb985b61c6de31&vjs=3,08-25-2022
134, Karnataka,Assistant Manager – Analytics Solutions,Ckuens Analytics,"Bengaluru, Karnataka","Proficient in understanding data structures, data management and manipulation techniques, designing and developing algorithms. MBA from top business school.",No Salary,/rc/clk?jk=91410aa0fbcebdf5&fccid=dd616958bd9ddc12&vjs=3,08-25-2022
135, Karnataka,Manager – Analytics Solutions,Ckuens Analytics,"Bengaluru, Karnataka","High proficiency in understanding data structures, data management and manipulation techniques, designing and developing algorithms.",No Salary,/rc/clk?jk=ede6ceef3ba26ffe&fccid=dd616958bd9ddc12&vjs=3,08-25-2022
136, Maharashtra,Asset Management - Business Intelligence and Advanced Analyt...,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra","In-depth data exploration and data mining to develop a deep understanding of client behavior. Our work is a blend of strategy, technology, data analysis, and…",No Salary,/rc/clk?jk=2d7c7d270581efd8&fccid=aaf3b433897ea465&vjs=3,08-25-2022
137, Maharashtra,Asset Management - Business Intelligence and Advanced Analyt...,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra","In-depth data exploration and data mining to develop a deep understanding of client behavior. Our work is a blend of strategy, technology, data analysis, and…",No Salary,/rc/clk?jk=2d7c7d270581efd8&fccid=aaf3b433897ea465&vjs=3,08-25-2022
138, Tamil Nadu,Analytics Manager for CB Analytics & Reporting,Wells Fargo,"Sholinganallur, Chennai, Tamil Nadu","Ensures adherence to data management/data governance regulations and policies. Identifies and recommends internal and external data sources, compiles/mines data…",No Salary,/rc/clk?jk=36f327e0a5707c04&fccid=78bbcd26e39621f5&vjs=3,08-25-2022
